Carrera Escogida,Escuela de Origen,Municipio,Estado,Sexo,Estado Civil,calFin,Paso
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL JALTOCAN,YAHUALICA,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH ATLAPEXCO,YAHUALICA,YUCATAN,HOMBRE,DIVORCIADO,10,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,YUCATAN,MUJER,CASADO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTE HUEJUTLA,HUEJUTLA DE REYES,HIDALGO,MUJER,DIVORCIADO,9,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,PUEBLA,MUJER,DIVORCIADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTE HUEJUTLA,ATLAPEXCO,JALISCO,MUJER,DIVORCIADO,1,0
TSU EN AGROBIOTECNOLOGIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,HIDALGO,HOMBRE,DIVORCIADO,2,0
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL POXINDEJE,HUEJUTLA DE REYES,YUCATAN,HOMBRE,VIUDO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CONALEP CIUDAD AZTECA,TLANCHINOL,MEXICO,HOMBRE,VIUDO,5,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,YUCATAN,HOMBRE,DIVORCIADO,10,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,MEXICO,MUJER,DIVORCIADO,3,0
TSU EN GASTRONOMIA,CECYTEH PLANTEL PACHUCA,YAHUALICA,JALISCO,MUJER,CASADO,5,0
TSU EN MECATRONICA Area Automatizacion,CECYTE HUEJUTLA,ATLAPEXCO,MEXICO,MUJER,CASADO,4,0
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,ATLAPEXCO,HIDALGO,HOMBRE,SOLTERO,8,1
TSU EN AGROBIOTECNOLOGIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,MEXICO,MUJER,VIUDO,2,0
TSU EN PROCESOS ALIMENTARIOS,CECYTE ATLAPEXCO,ATLAPEXCO,PUEBLA,MUJER,DIVORCIADO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH HUEJUTLA,ATLAPEXCO,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TEHUETLAN,YAHUALICA,JALISCO,HOMBRE,CASADO,9,1
TSU EN CONTADURIA,CECYTE ATLAPEXCO,HUEJUTLA DE REYES,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,PUEBLA,HOMBRE,VIUDO,9,1
TSU EN GASTRONOMIA,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,JALISCO,HOMBRE,DIVORCIADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTEH PLANTEL POXINDEJE,YAHUALICA,YUCATAN,MUJER,DIVORCIADO,9,1
TSU EN GASTRONOMIA,CECYTE ATLAPEXCO,HUEJUTLA DE REYES,PUEBLA,MUJER,CASADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL SAN FELIPE,YAHUALICA,JALISCO,HOMBRE,DIVORCIADO,9,1
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,HUEJUTLA DE REYES,MEXICO,MUJER,CASADO,8,1
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,HIDALGO,MUJER,CASADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTE HUEJUTLA,TLANCHINOL,JALISCO,MUJER,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH ATLAPEXCO,ATLAPEXCO,HIDALGO,MUJER,SOLTERO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,1,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,JALISCO,MUJER,VIUDO,8,1
TSU EN MERCADOTECNIA,COBAEH ATLAPEXCO,TLANCHINOL,YUCATAN,MUJER,SOLTERO,9,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,PUEBLA,MUJER,DIVORCIADO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL SANTA CATARINA,TLANCHINOL,JALISCO,HOMBRE,DIVORCIADO,8,1
TSU EN CONSTRUCCION,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,MEXICO,MUJER,SOLTERO,10,1
TSU EN MERCADOTECNIA,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,JALISCO,HOMBRE,VIUDO,8,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,HIDALGO,HOMBRE,CASADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTE HUEJUTLA,ATLAPEXCO,JALISCO,HOMBRE,VIUDO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,YUCATAN,HOMBRE,VIUDO,9,1
TSU EN PROCESOS ALIMENTARIOS,CECYTE HUEJUTLA,ATLAPEXCO,JALISCO,MUJER,CASADO,8,1
TSU EN CONTADURIA,COBAEH PLANTEL SANTA CATARINA,YAHUALICA,PUEBLA,HOMBRE,CASADO,10,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL MECATLAN,ATLAPEXCO,JALISCO,HOMBRE,CASADO,2,0
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL MECATLAN,YAHUALICA,HIDALGO,HOMBRE,DIVORCIADO,2,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH ATLAPEXCO,TLANCHINOL,JALISCO,HOMBRE,CASADO,9,1
TSU EN GASTRONOMIA,COBAEH PLANTEL MECATLAN,ATLAPEXCO,YUCATAN,HOMBRE,CASADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CBTA # 5 (HUEJUTLA),YAHUALICA,MEXICO,MUJER,VIUDO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,JALISCO,HOMBRE,VIUDO,1,0
TSU EN AGROBIOTECNOLOGIA,COBAEH ATLAPEXCO,YAHUALICA,JALISCO,MUJER,SOLTERO,5,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL POXINDEJE,HUEJUTLA DE REYES,PUEBLA,MUJER,VIUDO,9,1
TSU EN GASTRONOMIA,CONALEP CIUDAD AZTECA,TLANCHINOL,YUCATAN,HOMBRE,CASADO,2,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH ATLAPEXCO,YAHUALICA,MEXICO,MUJER,DIVORCIADO,2,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,HIDALGO,MUJER,VIUDO,4,0
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,JALISCO,MUJER,VIUDO,4,0
TSU EN CONSTRUCCION,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,MEXICO,HOMBRE,CASADO,9,1
TSU EN CONSTRUCCION,COBAEH ATLAPEXCO,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH ATLAPEXCO,HUEJUTLA DE REYES,YUCATAN,HOMBRE,VIUDO,6,0
TSU EN GASTRONOMIA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,YUCATAN,HOMBRE,CASADO,1,0
TSU EN CONTADURIA,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,MEXICO,HOMBRE,VIUDO,9,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH ATLAPEXCO,ATLAPEXCO,HIDALGO,HOMBRE,DIVORCIADO,8,1
TSU EN GASTRONOMIA,CECYTEH PLANTEL PACHUCA,TLANCHINOL,YUCATAN,HOMBRE,SOLTERO,10,1
TSU EN CONTADURIA,CECYTE HUEJUTLA,TLANCHINOL,MEXICO,MUJER,VIUDO,9,1
TSU EN CONSTRUCCION,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,YUCATAN,MUJER,DIVORCIADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL SANTA CATARINA,TLANCHINOL,YUCATAN,HOMBRE,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,YUCATAN,MUJER,SOLTERO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL PACHUCA,TLANCHINOL,PUEBLA,HOMBRE,CASADO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,ATLAPEXCO,HIDALGO,HOMBRE,SOLTERO,5,0
TSU EN MECATRONICA Area Automatizacion,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,MEXICO,HOMBRE,VIUDO,4,0
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,MEXICO,MUJER,SOLTERO,4,0
TSU EN GASTRONOMIA,COBAEH PLANTEL MECATLAN,YAHUALICA,HIDALGO,HOMBRE,SOLTERO,8,1
TSU EN CONSTRUCCION,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,HIDALGO,HOMBRE,CASADO,6,0
TSU EN CONSTRUCCION,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,HIDALGO,HOMBRE,VIUDO,2,0
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,HIDALGO,HOMBRE,SOLTERO,8,1
TSU EN PROCESOS ALIMENTARIOS,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,JALISCO,MUJER,SOLTERO,9,1
TSU EN PROCESOS ALIMENTARIOS,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,MEXICO,HOMBRE,CASADO,5,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,TLANCHINOL,JALISCO,MUJER,DIVORCIADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL SANTA CATARINA,YAHUALICA,YUCATAN,MUJER,VIUDO,2,0
TSU EN MERCADOTECNIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,YUCATAN,HOMBRE,DIVORCIADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL SANTA CATARINA,YAHUALICA,MEXICO,HOMBRE,DIVORCIADO,4,0
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,YUCATAN,MUJER,CASADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,HIDALGO,MUJER,CASADO,2,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,JALISCO,MUJER,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,HIDALGO,MUJER,DIVORCIADO,6,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,YUCATAN,HOMBRE,SOLTERO,7,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,1,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL SANTA CATARINA,TLANCHINOL,HIDALGO,MUJER,CASADO,5,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH ATLAPEXCO,YAHUALICA,MEXICO,MUJER,SOLTERO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,HIDALGO,MUJER,SOLTERO,10,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH ATLAPEXCO,HUEJUTLA DE REYES,YUCATAN,HOMBRE,CASADO,8,1
TSU EN CONSTRUCCION,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,JALISCO,HOMBRE,SOLTERO,8,1
TSU EN PROCESOS ALIMENTARIOS,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,MEXICO,HOMBRE,DIVORCIADO,9,1
TSU EN CONSTRUCCION,COBAEH PLANTEL JALTOCAN,TLANCHINOL,JALISCO,MUJER,CASADO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CONALEP CIUDAD AZTECA,YAHUALICA,MEXICO,MUJER,VIUDO,7,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL TEHUETLAN,TLANCHINOL,JALISCO,HOMBRE,CASADO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CONALEP CIUDAD AZTECA,ATLAPEXCO,YUCATAN,HOMBRE,VIUDO,3,0
TSU EN MERCADOTECNIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,MEXICO,MUJER,VIUDO,10,1
TSU EN PROCESOS ALIMENTARIOS,CBTA # 5 (HUEJUTLA),ATLAPEXCO,PUEBLA,HOMBRE,CASADO,10,1
TSU EN CONSTRUCCION,CONALEP CIUDAD AZTECA,TLANCHINOL,JALISCO,MUJER,CASADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,JALISCO,MUJER,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL POXINDEJE,HUEJUTLA DE REYES,HIDALGO,MUJER,VIUDO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,MEXICO,MUJER,SOLTERO,10,1
TSU EN AGROBIOTECNOLOGIA,CBTA # 5 (HUEJUTLA),ATLAPEXCO,PUEBLA,MUJER,CASADO,10,1
TSU EN MECATRONICA Area Automatizacion,CECYTE ATLAPEXCO,TLANCHINOL,YUCATAN,MUJER,CASADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL JALTOCAN,ATLAPEXCO,HIDALGO,HOMBRE,SOLTERO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,PUEBLA,HOMBRE,CASADO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH HUEJUTLA,HUEJUTLA DE REYES,MEXICO,HOMBRE,SOLTERO,10,1
TSU EN GASTRONOMIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,PUEBLA,MUJER,SOLTERO,8,1
TSU EN PROCESOS ALIMENTARIOS,CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,JALISCO,HOMBRE,CASADO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH ATLAPEXCO,YAHUALICA,JALISCO,MUJER,DIVORCIADO,9,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL JALTOCAN,TLANCHINOL,HIDALGO,MUJER,VIUDO,8,1
TSU EN PROCESOS ALIMENTARIOS,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,MEXICO,MUJER,CASADO,10,1
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,MEXICO,MUJER,DIVORCIADO,8,1
TSU EN GASTRONOMIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,PUEBLA,HOMBRE,SOLTERO,3,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,HIDALGO,HOMBRE,DIVORCIADO,10,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL MECATLAN,YAHUALICA,MEXICO,HOMBRE,CASADO,9,1
TSU EN MERCADOTECNIA,CONALEP CIUDAD AZTECA,TLANCHINOL,JALISCO,MUJER,CASADO,10,1
TSU EN PROCESOS ALIMENTARIOS,CBTA # 5 (HUEJUTLA),ATLAPEXCO,PUEBLA,HOMBRE,DIVORCIADO,2,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL TIANGUISTENGO,TLANCHINOL,YUCATAN,HOMBRE,CASADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL JALTOCAN,TLANCHINOL,JALISCO,HOMBRE,VIUDO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTE ATLAPEXCO,TLANCHINOL,HIDALGO,MUJER,DIVORCIADO,10,1
TSU EN MECATRONICA Area Automatizacion,CONALEP CIUDAD AZTECA,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,YAHUALICA,JALISCO,MUJER,DIVORCIADO,10,1
TSU EN AGROBIOTECNOLOGIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,YUCATAN,HOMBRE,DIVORCIADO,10,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TEHUETLAN,TLANCHINOL,YUCATAN,MUJER,DIVORCIADO,10,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,HIDALGO,HOMBRE,DIVORCIADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL MECATLAN,ATLAPEXCO,JALISCO,HOMBRE,SOLTERO,9,1
TSU EN PROCESOS ALIMENTARIOS,CECYTE ATLAPEXCO,TLANCHINOL,PUEBLA,HOMBRE,SOLTERO,4,0
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,YAHUALICA,JALISCO,MUJER,SOLTERO,9,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,YUCATAN,HOMBRE,DIVORCIADO,8,1
TSU EN MECATRONICA Area Automatizacion,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,HIDALGO,HOMBRE,VIUDO,9,1
TSU EN MERCADOTECNIA,CONALEP CIUDAD AZTECA,ATLAPEXCO,HIDALGO,MUJER,VIUDO,9,1
TSU EN PROCESOS ALIMENTARIOS,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,PUEBLA,MUJER,SOLTERO,9,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,HIDALGO,MUJER,VIUDO,7,0
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,HIDALGO,MUJER,VIUDO,6,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,HIDALGO,HOMBRE,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTE ATLAPEXCO,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN MECATRONICA Area Automatizacion,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,HIDALGO,MUJER,VIUDO,10,1
TSU EN PROCESOS ALIMENTARIOS,CONALEP CIUDAD AZTECA,YAHUALICA,YUCATAN,HOMBRE,CASADO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTE ATLAPEXCO,YAHUALICA,JALISCO,MUJER,SOLTERO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,MEXICO,HOMBRE,DIVORCIADO,10,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,HIDALGO,MUJER,VIUDO,6,0
TSU EN GASTRONOMIA,CECYTEH PLANTEL SAN FELIPE,YAHUALICA,MEXICO,HOMBRE,CASADO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTE HUEJUTLA,ATLAPEXCO,MEXICO,MUJER,DIVORCIADO,10,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL TEHUETLAN,YAHUALICA,YUCATAN,MUJER,CASADO,7,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL TIANGUISTENGO,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN CONSTRUCCION,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,MEXICO,HOMBRE,VIUDO,1,0
TSU EN CONTADURIA,COBAEH PLANTEL SANTA CATARINA,HUEJUTLA DE REYES,HIDALGO,HOMBRE,VIUDO,3,0
TSU EN MERCADOTECNIA,CECYTE HUEJUTLA,ATLAPEXCO,PUEBLA,MUJER,VIUDO,10,1
TSU EN CONTADURIA,COBAEH PLANTEL JALTOCAN,ATLAPEXCO,PUEBLA,HOMBRE,DIVORCIADO,8,1
TSU EN PROCESOS ALIMENTARIOS,CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,PUEBLA,MUJER,DIVORCIADO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,MEXICO,HOMBRE,CASADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,PUEBLA,HOMBRE,SOLTERO,3,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL MECATLAN,YAHUALICA,YUCATAN,MUJER,VIUDO,8,1
TSU EN MERCADOTECNIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,10,1
TSU EN GASTRONOMIA,CECYTE ATLAPEXCO,YAHUALICA,MEXICO,HOMBRE,CASADO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL MECATLAN,TLANCHINOL,HIDALGO,MUJER,CASADO,8,1
TSU EN CONTADURIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,JALISCO,MUJER,VIUDO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH ATLAPEXCO,YAHUALICA,HIDALGO,HOMBRE,VIUDO,10,1
TSU EN CONTADURIA,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,HIDALGO,MUJER,CASADO,8,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL SAN FELIPE,YAHUALICA,HIDALGO,HOMBRE,CASADO,8,1
TSU EN AGROBIOTECNOLOGIA,CBTA # 5 (HUEJUTLA),TLANCHINOL,JALISCO,MUJER,DIVORCIADO,3,0
TSU EN CONSTRUCCION,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,ATLAPEXCO,PUEBLA,HOMBRE,VIUDO,9,1
TSU EN MERCADOTECNIA,COBAEH HUEJUTLA,TLANCHINOL,HIDALGO,MUJER,DIVORCIADO,5,0
TSU EN GASTRONOMIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,YUCATAN,HOMBRE,SOLTERO,8,1
TSU EN CONTADURIA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,8,1
TSU EN GASTRONOMIA,COBAEH PLANTEL MECATLAN,YAHUALICA,MEXICO,MUJER,SOLTERO,10,1
TSU EN CONTADURIA,COBAEH PLANTEL MECATLAN,TLANCHINOL,YUCATAN,MUJER,CASADO,8,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH ATLAPEXCO,TLANCHINOL,HIDALGO,MUJER,VIUDO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL SAN FELIPE,YAHUALICA,JALISCO,MUJER,VIUDO,10,1
TSU EN CONSTRUCCION,CECYTEH PLANTEL POXINDEJE,YAHUALICA,PUEBLA,HOMBRE,VIUDO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,MEXICO,HOMBRE,SOLTERO,2,0
